Жанр фильма,"Продолжительность, часы","Продолжительность, минуты",Страна производства,Год производства
Боевик,59,36,Россия,2001.0
Драма,1,14,Россия,2012.0
Драма,1,52,США,2012.0
Комедия,0,59,США,2004.0
Боевик,1,35,Германия,2010.0
Драма,2,45,Россия,2011.0
Триллер,нет данных,15,Россия,2010.0
Драма,нет данных,50,Россия,2015.0
Боевик,1,36,США,2011.0
Драма,1,50,США,
Боевик,1,5,Германия,
Драма,2,3,Россия,2013.0
Комедия,нет данных,34,Германия,2008.0
Триллер,1,3,Россия,2017.0
Драма,1,32,Россия,2010.0
Боевик,1,30,США,2012.0
Комедия,1,22,Россия,2011.0
Боевик,18,27,США,2016.0
Комедия,0,21,Германия,2018.0
Драма,3,59,США,2021.0
Боевик,1,36,Франция,2015.0
Драма,1,42,Россия-Италия,
Триллер,28,32,Франция,2015.0
Боевик,2,29,США,2008.0
Боевик,1,51,Россия,2007.0
Триллер,1,0,Россия,2008.0
Драма,1,33,Россия,2009.0
Боевик,0,11,Германия,2001.0
Документальный,1,3,Италия,2007.0
Боевик,нет данных,56,США,2009.0
Документальный,1,7,Франция-Италия,2008.0
Драма,1,30,Россия,2009.0
Документальный,1,4,Россия,2004.0
Документальный,2,43,Франция-Италия,2013.0
Триллер,10,26,США,2008.0
Боевик,1,18,США,2004.0
Драма,11,7,Россия-Германия,2010.0
Триллер,0,29,Италия,2013.0
Комедия,0,58,Италия,2016.0
Документальный,2,52,Франция,2002.0
Комедия,1,40,Россия,2013.0
Документальный,1,38,Италия,
Триллер,1,31,Россия,2002.0
Драма,0,11,США,2013.0
Драма,2,0,Россия,2001.0
Боевик,8,15,Россия,2009.0
Боевик,2,20,Россия,2010.0
Драма,1,41,Россия,2006.0
Боевик,2,32,Россия,2008.0
Драма,нет данных,35,Россия,2014.0
Триллер,2,52,Франция,2004.0
Боевик,1,13,Россия,2015.0
Комедия,1,41,Германия,
Драма,1,35,Франция,2012.0
Драма,1,31,США,
Документальный,1,4,Франция,2002.0
Комедия,1,30,Россия,2018.0
Документальный,13,44,США,2014.0
Триллер,1,36,США,2019.0
Драма,1,24,Россия,2014.0
Драма,нет данных,32,Россия,2011.0
Драма,1,30,США,2012.0
Драма,12,15,Франция,2015.0
Боевик,1,14,Россия,2012.0
Триллер,3,26,Россия,
Комедия,0,27,США,2008.0
Комедия,нет данных,30,Россия,2007.0
Боевик,1,26,Россия,2015.0
Драма,1,34,США,2006.0
Документальный,1,56,Франция,2012.0
Триллер,1,24,Россия,2007.0
Комедия,1,39,Германия-Франция,2006.0
Документальный,2,37,Германия,
Триллер,1,56,Россия,2011.0
Комедия,1,0,Франция,2000.0
Драма,1,10,США,2012.0
Документальный,1,37,США,
Боевик,0,29,США,2008.0
Драма,1,37,Италия,2011.0
Драма,1,27,США,1997.0
Боевик,2,32,Италия,1998.0
Драма,2,0,Россия,2014.0
Документальный,1,40,Россия,2012.0
Боевик,1,40,США-Германия,2015.0
Боевик,1,0,Италия,2009.0
Комедия,9,58,Россия,2012.0
Боевик,0,0,Германия,2014.0
Драма,1,38,Россия,2016.0
Комедия,нет данных,52,Россия,2010.0
Боевик,нет данных,25,Россия,2013.0
Документальный,0,27,США,2000.0
Комедия,1,10,Франция,2011.0
Драма,8,52,США,2001.0
Комедия,1,48,США,2012.0
Триллер,1,60,США,2008.0
Триллер,1,23,Россия,2011.0
Триллер,1,9,Россия,2008.0
Триллер,нет данных,36,Россия,2016.0
Драма,1,60,Италия,2017.0
Боевик,нет данных,34,Россия-Италия,2000.0
Боевик,нет данных,37,Россия,
Драма,1,19,Италия,2014.0
Боевик,1,14,США,
Боевик,13,40,Франция,2014.0
Боевик,1,12,США,2008.0
Триллер,1,5,Россия,
Драма,1,51,Италия,1997.0
Боевик,1,50,США,2010.0
Триллер,3,52,США,2018.0
Триллер,1,40,Россия,
Драма,2,34,США,
Триллер,нет данных,47,Италия,2002.0
Комедия,1,6,Россия,2009.0
Комедия,1,19,Германия,2012.0
Боевик,1,51,Франция-Италия,2012.0
Драма,0,57,Франция,
Документальный,4,25,Россия,2007.0
Драма,3,22,Италия,2007.0
Боевик,2,30,Германия-Франция,2016.0
Боевик,1,52,США,2010.0
Боевик,1,2,Германия,2012.0
Триллер,1,54,Италия,2014.0
Боевик,0,60,Германия,2011.0
Драма,1,11,США,2009.0
Боевик,1,33,Россия-Италия,2015.0
Боевик,1,35,Франция-Италия,2011.0
Драма,1,42,США,2011.0
Боевик,0,27,Россия,2003.0
Триллер,1,0,Россия,2015.0
Триллер,3,27,Россия-Франция,2011.0
Боевик,1,30,США,
Триллер,0,51,США,2011.0
Драма,1,26,Италия,2019.0
Боевик,нет данных,17,Россия,1998.0
Комедия,0,26,Россия-Италия,2010.0
Триллер,1,25,Россия,2014.0
Триллер,2,35,Франция-Италия,2012.0
Боевик,1,40,США,2007.0
Боевик,1,48,США,2017.0
Боевик,1,26,Германия,2017.0
Документальный,1,20,Россия,2018.0
Документальный,1,15,Россия,2017.0
Драма,нет данных,35,Франция,2014.0
Драма,3,31,Россия,2024.0
Комедия,20,30,США,2009.0
Боевик,нет данных,0,Германия-Франция,2010.0
Боевик,1,34,Россия,2005.0
Драма,нет данных,20,Россия,
Боевик,1,42,Германия,2012.0
Драма,3,50,Франция,2010.0
Боевик,0,58,Италия,2012.0
Триллер,1,12,США,2013.0
Боевик,нет данных,6,Россия,2007.0
Драма,1,51,США,2001.0
Боевик,1,10,США,2004.0
Триллер,нет данных,0,Россия,2014.0
Боевик,3,43,США,
Драма,нет данных,150,Россия,2007.0
Боевик,1,8,США,2011.0
Триллер,0,40,Россия,2013.0
Триллер,нет данных,39,США,
Комедия,1,60,Россия-Германия,2004.0
Драма,2,20,США,2020.0
Боевик,нет данных,34,Россия,2006.0
Боевик,1,44,США,2012.0
Драма,1,22,Италия,2006.0
Документальный,нет данных,28,Франция,
Документальный,нет данных,36,Россия,2013.0
Драма,нет данных,20,Россия,2019.0
Драма,1,38,Германия,2007.0
Драма,2,23,Россия,2008.0
Боевик,1,2,Германия,2006.0
Боевик,1,17,США,2008.0
Драма,11,30,Россия,2004.0
Комедия,1,15,Италия,2009.0
Драма,0,49,Россия,2005.0
Драма,1,38,США,2007.0
Комедия,1,7,Россия-Италия,2013.0
Драма,0,28,Россия,2001.0
Боевик,3,31,Россия,2012.0
Драма,нет данных,47,Россия,2015.0
Драма,1,15,Франция,2008.0
Боевик,нет данных,30,Россия,2007.0
Драма,1,27,Россия-Германия,2007.0
Триллер,1,44,Италия,2008.0
Драма,1,45,Россия,2010.0
Боевик,нет данных,41,Германия,2013.0
Документальный,нет данных,15,Россия-Италия,2011.0
Документальный,1,28,Германия,2005.0
Документальный,1,0,США,2015.0
Документальный,0,19,США,2009.0
Драма,1,34,Франция,2004.0
Драма,нет данных,18,Россия,1997.0
Драма,нет данных,1,Россия,2010.0
Драма,1,16,Россия,2000.0
Триллер,0,40,Россия-Италия,2016.0
Драма,нет данных,52,США,2017.0
Комедия,1,2,Франция-Италия,2010.0
Боевик,1,28,США,2003.0
Боевик,4,45,США,2006.0
Триллер,1,0,США,2008.0
Боевик,нет данных,40,Франция,2014.0
Драма,нет данных,40,Франция,2000.0
Триллер,0,20,Россия,2010.0
Драма,1,32,США,2015.0
Триллер,1,51,США,2007.0
Триллер,2,45,Россия,2016.0
Комедия,нет данных,25,США,
Триллер,1,38,Россия,2011.0
Триллер,0,30,США,1998.0
Комедия,1,39,Германия,2013.0
Триллер,нет данных,47,Россия,2014.0
Боевик,нет данных,44,Россия,2006.0
Драма,нет данных,10,Россия,2009.0
Триллер,1,15,Италия,2016.0
Боевик,1,34,Германия,2005.0
Триллер,2,56,Германия,2012.0
Драма,0,13,США,2002.0
Боевик,нет данных,22,США,
Боевик,2,22,США,2011.0
Драма,0,40,Россия,2011.0
Документальный,нет данных,8,Россия,2015.0
Боевик,1,36,США,2015.0
Драма,нет данных,26,США,2012.0
Боевик,1,37,Россия-Германия,2006.0
Триллер,3,30,Россия-Италия,2016.0
Боевик,нет данных,36,Россия,2014.0
Документальный,1,47,США,1998.0
Триллер,0,50,США,2018.0
Боевик,1,55,США,2002.0
Триллер,1,22,США,
Документальный,нет данных,52,Россия,2013.0
Комедия,1,50,Россия,2016.0
Документальный,1,52,Россия,2006.0
Боевик,1,46,Россия,2009.0
Драма,1,19,США,2014.0
Документальный,1,1,Россия,2001.0
Документальный,1,36,Россия,2013.0
Драма,1,40,Германия,2016.0
Документальный,1,35,США,
Боевик,2,40,США,2011.0
Триллер,1,49,Россия,2005.0
Комедия,1,44,Россия,2006.0
Боевик,1,18,Россия,2007.0
Боевик,1,39,Италия,2012.0
Драма,1,0,Россия,2016.0
Триллер,1,30,Россия-Франция,2012.0
Драма,1,40,Россия,2004.0
Драма,2,18,Италия,2013.0
Драма,2,5,США,
Комедия,1,26,США,2011.0
Боевик,2,9,США,2005.0
Драма,1,44,Италия,2007.0
Триллер,1,38,Россия,2017.0
Драма,нет данных,27,Россия,2010.0
Боевик,нет данных,33,Италия,2003.0
Комедия,1,30,Россия,2012.0
Боевик,2,30,США,2015.0
Драма,1,34,Россия,2004.0
Боевик,нет данных,0,Россия,
Триллер,нет данных,52,Франция,2011.0
Боевик,2,53,США,2010.0
Боевик,1,41,США,
Триллер,нет данных,24,Россия,2011.0
Боевик,нет данных,51,Франция,
Драма,1,5,США,2013.0
Драма,7,20,США,2010.0
Комедия,1,26,США,2015.0
Комедия,1,15,США,2008.0
Триллер,нет данных,30,США,2009.0
Боевик,24,34,Россия,2011.0
Триллер,0,30,Россия,2006.0
Драма,1,6,США,
Триллер,нет данных,19,Россия,2015.0
